,I,I^4,I^2,C,dI/dy,I^3,d^2I/dy^2
eqn_0.7_0_0.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_0_1.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_0_2.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_1_0.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_1_1.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_1_2.txt,-0.13617183099454327,-2.5096653513620195,0.0,-0.0003716920267452517,1.0,-2.6907969785319326,0.0
eqn_0.7_2_0.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_2_1.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_2_2.txt,-0.1672888718831297,0.0,0.4522220322528387,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_3_0.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_3_1.txt,-0.1672888718831297,0.0,0.4522220322528387,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_3_2.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_4_0.txt,-0.16728887188312908,0.0,0.45222203225283986,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_4_1.txt,-0.1672888718831297,0.0,0.4522220322528387,-0.0006929869899963692,1.0,0.0,0.0
eqn_0.7_4_2.txt,-0.13617183099454147,-2.5096653513620626,0.0,-0.0003716920267442525,1.0,-2.690796978531957,0.0
eqn_0.7_5_1.txt,-0.3155733565187326,-5.192407483258408,-1.6874761317583244,-0.0014054744558675836,1.0,-6.743495950720052,0.0
eqn_0.7_5_2.txt,-0.31557335651870866,-5.192407483258613,-1.6874761317583835,-0.001405474455869582,1.0,-6.743495950720293,0.0
eqn_0.8_0_0.txt,-0.24782458241972732,0.0,0.21069103451455634,-0.001619783052228596,1.0,0.0,0.0
eqn_0.8_0_1.txt,-0.24782458241972732,0.0,0.21069103451455634,-0.001619783052228596,1.0,0.0,0.0
eqn_0.8_0_2.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_1_0.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_1_1.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_1_2.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_2_0.txt,-0.24782458241972732,0.0,0.21069103451455634,-0.001619783052228596,1.0,0.0,0.0
eqn_0.8_2_1.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_2_2.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_3_0.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_3_1.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_3_2.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_4_0.txt,-0.24782458241972732,0.0,0.21069103451455634,-0.001619783052228596,1.0,0.0,0.0
eqn_0.8_4_1.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_4_2.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.8_5_0.txt,-0.24782458241972732,0.0,0.21069103451455634,-0.001619783052228596,1.0,0.0,0.0
eqn_0.8_5_1.txt,-0.24782458241972677,0.0,0.21069103451455853,-0.0016197830522285683,1.0,0.0,0.0
eqn_0.8_5_2.txt,-0.3467436004778265,0.0,0.0,-0.002554774046728963,1.0,0.0,0.0
eqn_0.9_0_0.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_0_1.txt,-0.5046166273117196,0.0,-0.20337060996618575,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_0_2.txt,-0.5046166273117193,0.0,-0.20337060996618447,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_1_0.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_1_1.txt,-0.5046166273117193,0.0,-0.20337060996618447,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_1_2.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_2_0.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_2_1.txt,-0.5046166273117193,0.0,-0.20337060996618447,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_2_2.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_3_0.txt,-0.5046166273117193,0.0,-0.20337060996618447,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_3_1.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_3_2.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_4_0.txt,-0.5046166273117196,0.0,-0.20337060996618575,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_4_1.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_4_2.txt,-0.5046166273117193,0.0,-0.20337060996618447,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_5_0.txt,-0.3914475308211459,0.0,0.0,-0.0025501962080376646,1.0,0.0,0.0
eqn_0.9_5_1.txt,-0.5046166273117193,0.0,-0.20337060996618447,-0.003496371476216953,1.0,0.0,0.0
eqn_0.9_5_2.txt,-0.6928663218942833,0.6021710025753256,-0.818052550939528,-0.00496046577252085,1.0,0.0,0.0
eqn_1_0_0.txt,-0.5077922837999143,0.0,-0.2653696977311665,-0.003862023925541025,1.0,0.0,0.0
eqn_1_0_1.txt,-0.5077922837999143,0.0,-0.2653696977311665,-0.003862023925541025,1.0,0.0,0.0
eqn_1_0_2.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_1_0.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_1_1.txt,-0.5077922837999137,0.0,-0.2653696977311661,-0.003862023925540914,1.0,0.0,0.0
eqn_1_1_2.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_2_0.txt,-0.5077922837999137,0.0,-0.2653696977311661,-0.003862023925540914,1.0,0.0,0.0
eqn_1_2_1.txt,-0.5077922837999137,0.0,-0.2653696977311661,-0.003862023925540914,1.0,0.0,0.0
eqn_1_2_2.txt,-0.5077922837999143,0.0,-0.2653696977311665,-0.003862023925541025,1.0,0.0,0.0
eqn_1_3_0.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_3_1.txt,-0.5077922837999137,0.0,-0.2653696977311661,-0.003862023925540914,1.0,0.0,0.0
eqn_1_3_2.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_4_0.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_4_1.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_4_2.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_5_0.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_5_1.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
eqn_1_5_2.txt,-0.3599668343477486,0.0,0.0,-0.0025069124275590325,1.0,0.0,0.0
